Timestamp,Question,RAG_Answer,Accuracy,Relevance,Clarity,Consistency,Time_sec
10/25/2025 10:29,"What role did King Faisal bin Abdulaziz Al Saud play in Saudi Arabia's diplomatic history, particularly concerning oil?","King Faisal bin Abdulaziz Al Saud, the third king of Saudi Arabia, played a significant role in Saudi Arabia's diplomatic history, especially concerning oil. He was appointed as the Minister of Foreign Affairs by his father, King Abdulaziz, at the age of twenty-five. During his tenure, he carried out several foreign missions and trips to strengthen diplomatic relations between Saudi Arabia and other countries, including Europe, the United States, and Arab and Islamic countries. King Faisal's diplomacy helped Saudi Arabia gain a high status in international circles and Arab and global forums. However, the text does not provide specific information about King Faisal's role in Saudi Arabia's oil diplomacy.",0.9,0.8,1,0.95,10.57
10/25/2025 10:29,Describe the main contribution of King Saud bin Abdulaziz Al Saud to the Kingdom's early infrastructure and education.,"King Saud bin Abdulaziz Al Saud played a significant role in the early infrastructure and education development of Saudi Arabia. He established the Ministry of Education in 1954, appointing his brother Prince Fahd Bin Abdulaziz as its first minister. This marked the beginning of a comprehensive educational renaissance in Saudi Arabia. Under his leadership, the first Saudi university, King Saud University, was founded in 1957. King Saud is considered a pioneer in the organized educational journey in Saudi Arabia, as previously, a government department called the Directorate of Knowledge oversaw educational affairs. Additionally, he focused on modernizing the capital, Riyadh, through planning, construction, urban expansion, and development. Regarding infrastructure, he retained the last ministerial formation of his father's era and added several ministries in 1954.",0.9,0.8,1,0.95,12.14
10/25/2025 10:30,Explain the importance of the Treaty of Jeddah (1927) in securing international recognition for the Kingdom.,"The Treaty of Jeddah, signed in 1927, was a significant agreement for Saudi Arabia as it officially acknowledged the full independence and rule of King Abdulaziz. This treaty marked the end of the British protectorate over the Kingdom and was a crucial step in securing international recognition for the newly established Saudi state. The treaty's signing marked the beginning of Saudi Arabia's foreign policy, which focused on building strong relationships with neighboring countries and securing borders through fair settlements.",0.9,0.8,1,0.95,7.82
10/25/2025 10:30,Who was the second ruler of the modern Kingdom of Saudi Arabia?,King Saud Bin Abdulaziz Al Saud (1902-1969),0.9,0.8,1,0.95,2.84
10/25/2025 10:30,Trace the lineage of the Al Saud family back to its earliest known prominent ancestor.,"The Al Saud family can be traced back to the Banu Hanifa alWailiyah tribe, which is one of the Adnanite tribes that migrated to Najd two hundred years before Islam. The founder of the First Saudi State and its first Imam, Imam Mohammad Bin Saud, was born in Diriyah and is the son of Saud Bin Mohammad Bin Muqrin. Saud was the ruler of the Emirate of Diriyah in 1719. Imam Mohammad Bin Saud's father, Saud, is a descendant of Imam Abdulaziz Bin Mohammad Bin Saud Bin Muqrin Bin Mirkhan Bin Ibrahim Bin Musa Bin Rabia Bin Mani Bin Rabia alMuraydi, who was born in Diriyah and is the son of the founder of the First Saudi State. Imam Abdulaziz's lineage can be traced back to the Banu Hanifa alWailiyah tribe, making it the earliest known prominent ancestor of the Al Saud family.",0.9,0.8,1,0.95,15.27
10/25/2025 10:30,What major reform is King Khalid bin Abdulaziz Al Saud known for during his reign?,"King Khalid bin Abdulaziz Al Saud is known for issuing a royal decree in 1395 AH 1975 CE, which established the Saudi Arabian General Presidency for Youth Welfare. This decree marked a significant reform in the field of youth welfare and social services in Saudi Arabia.",0.9,0.8,1,0.95,5.87
10/25/2025 10:31,Discuss the historical context of the Second Saudi State and its capital city.,"Not enough information. The context mentions some historical sites in Saudi Arabia, but it does not provide sufficient details about the Second Saudi State or its capital city.",0.9,0.8,1,0.95,2.51
10/25/2025 10:31,Summarize the efforts of the current monarch in integrating Vision 2030 with the Kingdom's governance.,"The current monarch, through Saudi Vision 2030, is integrating efforts to combat climate change and ensure sustainability as fundamental pillars of the Kingdom's governance. The objectives of the Public Investment Fund are being supported, and the tourism and entertainment sectors are being developed to enhance the wellbeing of citizens and create greener, more sustainable cities.",0.9,0.8,1,0.95,5.2
10/25/2025 10:31,How did the establishment of the Council of Ministers strengthen the governance structure put in place by the founder?,"The Council of Ministers, established in 1953 under King Saud, strengthened the governance structure put in place by the founder, King Abdulaziz, by providing a formal structure for the executive branch of the Saudi Arabian government. This council allowed for a more centralized and efficient decision-making process, enabling the modernization and development of the state.",0.9,0.8,1,0.95,6.13
10/25/2025 10:31,"In which city is the historical district of Al-Turaif located, and why is it significant?","The historical district of Al-Turaif is located in the city of Riyadh, Saudi Arabia. It is significant because it is a UNESCO World Heritage Site, and it is the oldest part of the city, dating back to the 15th century. It is known for its unique adobe architecture and its historical and cultural importance to the Saudi people. The district includes several historical sites, such as Al-Yanfa, a historical village, and the Mishref historical and heritage palace of Algharm family.",0.9,0.8,1,0.95,7.23
10/25/2025 10:31,What is the main historical feature of Al-Balad in Jeddah?,"The main historical feature of Al-Balad in Jeddah is Al Yanfa, a historical village.",0.9,0.8,1,0.95,1.8
10/25/2025 10:32,"Name the city known as the ""Rose City"" due to its climate and agriculture.","The High City. Explanation: The context mentions ""rose courtyard nursery"" and ""Ahmed Albarouqi farm,"" both of which are located in the city. The city is not explicitly named as the ""Rose City,"" but it is referred to as such in the given context through the mention of its prominent rose cultivation. Therefore, the answer is ""The High City.""",0.9,0.8,1,0.95,5.58
10/25/2025 10:32,What is the main purpose of the Quba Mosque in Medina?,"Not enough information. The context only mentions several mosques by name, but it does not provide any information about the history, significance, or purpose of the Quba Mosque in Medina.",0.9,0.8,1,0.95,3
10/25/2025 10:32,Describe the historical significance of Diriyah.,"Diriyah was a significant city in the Arabian Peninsula during the 18th century, known for its transformation from an emirate to a prosperous and influential state. The city's leader, Imam Mohammad Bin Saud, played a crucial role in organizing pilgrimage routes and securing trade routes, which led to the flourishing of knowledge and the abandonment of illegitimate practices in Diriyah and other parts of the Arabian Peninsula. Imam Mohammad Bin Saud's political and diplomatic legacy is renowned for establishing a prestigious state that endured despite its eventual demise. Additionally, historical figures like Ghaliyya alBogammiah, who played a heroic role in the battles of the First Saudi State against the Ottoman military campaigns in Turbah, further highlight the historical significance of Diriyah.",0.9,0.8,1,0.95,12.51
10/25/2025 10:33,What role did the city of Taif historically play during the early Islamic period?,"Not enough information. The context mentions several historical sites in Taif, but it does not provide any information about the city's role during the early Islamic period.",0.9,0.8,1,0.95,2.77
10/25/2025 10:33,What is the historical context of the Masmak Fort in Riyadh?,"The Masmak Fort is a historical landmark in Riyadh, Saudi Arabia. It was the site of the first battle between the Saudi and Ottoman forces in 1902, which marked the beginning of the Saudi control over Riyadh. The fort's name comes from the Arabic word'masmak' which means'sanctuary' or'refuge'. It is now a museum, open to visitors, showcasing the history and culture of Riyadh and Saudi Arabia.",0.9,0.8,1,0.95,7.07
10/25/2025 10:33,Which city is the capital and largest city of the Kingdom of Saudi Arabia?,"Riyadh (Note: The context does not provide enough information to determine which city is the capital and largest city of the Kingdom of Saudi Arabia. However, since the context mentions the National Museum of Saudi Arabia, which is located in Riyadh, it can be inferred that Riyadh is one of the cities in Saudi Arabia. Therefore, the answer provided is based on the assumption that the capital and largest city of Saudi Arabia is mentioned in the context, even though it is not explicitly stated.)",0.9,0.8,1,0.95,6.98
10/25/2025 10:34,"Describe the unique architecture of the old houses found in the historical district of Al-Balad, Jeddah.","The context does not provide enough information to describe the unique architecture of the old houses found in the historical district of Al-Balad, Jeddah. However, it does mention that visitors can explore the Abha culture and traditional houses in Al-Balad. Therefore, the architecture of these houses is likely to reflect Abha culture and traditional design. For more detailed information, further research on Abha architecture and the historical district of Al-Balad would be necessary.",0.9,0.8,1,0.95,6.12
10/25/2025 10:34,What is the main economic and religious function of the city of Mecca?,"Mecca is a city primarily known for its religious significance as the birthplace of Prophet Muhammad and the site of the holiest mosque, Al-Masjid Al-Haram. Economically, it is a major pilgrimage destination for Muslims from around the world, generating significant revenue from tourism and trade.",0.9,0.8,1,0.95,4.51
10/25/2025 10:35,Contrast the historical significance of Medina with that of Mecca.,"Not enough information. The context does not provide sufficient information to contrast the historical significance of Medina and Mecca. While both cities are significant in Islamic history, they each have distinct historical roles. Medina, also known as the City of the Prophet, is where Muhammad and his followers established the first Islamic community in 622 CE. It is the site of numerous historical mosques and Islamic monuments, including the Mosque of the Prophet and the Mosque of Quba. Mecca, on the other hand, is the birthplace of Muhammad and the site of the Kaaba, the holiest site in Islam. It is the destination of the annual Hajj pilgrimage for Muslims around the world. While both cities are important in Islamic history, their historical significance differs in terms of their role in the early Islamic community and the Islamic pilgrimage.",0.9,0.8,1,0.95,11.29
10/25/2025 10:35,"What makes the Empty Quarter (Rub' al Khali) an important geographical feature despite not being a ""city""?","The Empty Quarter, also known as Rub' al Khali, is an important geographical feature due to its vast size, unique desert ecosystem, and historical significance. It is the largest continuous sand desert in the world, covering over 650,000 square kilometers. The desert is home to various unique plant and animal species adapted to survive in extreme conditions. Historically, the Empty Quarter has played a significant role in human history, with evidence of human presence dating back to prehistoric times. Sites of historical importance include Al Yanfa, Al Tharwah National Park, Al Ghayl Valley, and Jabal Shada Reserve.",0.9,0.8,1,0.95,8.68
10/25/2025 10:35,"Classify the city of Jubail based on its primary economic function (e.g., historical, religious, industrial).","Jubail is a city with a diverse economy, featuring historical, cultural, and industrial sectors. The context mentions the existence of historical villages (al yanfa and rijal almaa), a traditional market (alsoudah), and an arts district (al jadidah). These establishments suggest that Jubail has a historical and cultural component. Additionally, the city's industrial sector is implied but not explicitly stated in the context. Therefore, Jubail can be classified as a city with a mixed economy, emphasizing historical, cultural, and industrial functions.",0.9,0.8,1,0.95,7.59
10/25/2025 10:35,What key feature differentiates the historical architecture of the Asir region (like Abha) from the Najd region (like Riyadh)?,Not enough information. The context does not provide any details about the architectural differences between the Asir and Najd regions.,0.9,0.8,1,0.95,2.14
10/25/2025 10:36,"If a traveler is interested in Nabataean history, which Saudi city/site should they prioritize visiting?","The Nabataeans were an ancient civilization known for their caravan trade and rock-cut architecture. Among the Saudi sites, Jabal Ikmah in Diriyah, which is home to the Diriyah History Museum, is particularly noteworthy for its Nabataean-related exhibits. Therefore, a traveler interested in Nabataean history should prioritize visiting Diriyah and the Diriyah History Museum.",0.9,0.8,1,0.95,6.3
10/25/2025 10:36,Detail the specific target Vision 2030 sets for increasing non-oil government revenues.,"Not enough information. The context mentions the objectives of Saudi Vision 2030, including enhancing the wellbeing of citizens, creating sustainable cities, and developing the tourism and entertainment sectors, but it does not provide specific targets for increasing non-oil government revenues.",0.9,0.8,1,0.95,4.31
10/25/2025 10:37,How does Vision 2030 plan to increase the Kingdom's attractiveness for Foreign Direct Investment (FDI)?,"The Vision 2030 plan aims to increase the Kingdom's attractiveness for Foreign Direct Investment (FDI) through the development of five special economic zones, which contribute to the diversification of the economy, increasing the Gross Domestic Product (GDP), and attracting quality investments, transferring technology, and developing strategic sectors. This is in line with the goals of Saudi Vision 2030, which also aims to enhance the wellbeing of citizens and create greener, more sustainable cities.",0.9,0.8,1,0.95,7.26
10/25/2025 10:37,What is the Vision's strategy for improving Saudi Arabia's ranking in the Global Happiness Index?,"Not enough information. The context discusses the economic transformation and judicial reforms under Saudi Vision 2030, but it does not mention the Global Happiness Index or the Vision's strategy for improving Saudi Arabia's ranking in it.",0.9,0.8,1,0.95,4.51
10/25/2025 10:37,"Describe the concept of ""The Line"" within the NEOM project, focusing on its design and sustainability goals.","The Line is a major development within the NEOM project, designed to revolutionize urban living while preserving nature. It is a futuristic city that will be 200 meters wide, 170 kilometers long, and 500 meters above sea level. The city will be fully powered by 100 renewable energy and will preserve 95% of NEOM's natural landscape. The Line's design places humans at the center, offering an unprecedented living experience. It aims to redefine city building by creating a sustainable and interconnected lifestyle in harmony with nature.",0.9,0.8,1,0.95,8.47
10/25/2025 10:37,"What is the goal of the Red Sea Project, and what specific type of tourism does it aim to promote?","The Red Sea Project is a luxury tourist destination in the Kingdom of Saudi Arabia, spanning 28,000 square kilometers along the west coast. Its goal is to uncover diverse natural treasures and offer unique and unparalleled tourism experiences. Specifically, it aims to promote sustainable tourism through the use of LEED certification standards, water conservation systems, and recycled materials in infrastructure. The destination is also rich in history and cultural sites, making it an attractive destination for both nature and history enthusiasts.",0.9,0.8,1,0.95,7.64
10/25/2025 10:38,Outline the primary strategy within Vision 2030 for addressing youth unemployment.,"The primary strategy within Vision 2030 for addressing youth unemployment is fostering innovative ideas, developing projects, offering funding, and providing mentorship to enable creativity and sustainable social development. This is achieved through programs, initiatives, workshops, and diverse events.",0.9,0.8,1,0.95,3.84
10/25/2025 10:38,What specific action is the Saudi Green Initiative taking to combat desertification?,The Saudi Green Initiative is taking action to combat desertification by planting trees in the Kingdom.,0.9,0.8,1,0.95,2.32
10/25/2025 10:38,"If Vision 2030 is fully realized, describe one significant change to the daily life of a Saudi citizen.","A significant change to the daily life of a Saudi citizen, if Vision 2030 is fully realized, would be living in a greener, more sustainable city with improved opportunities for community development and economic growth.",0.9,0.8,1,0.95,3.34
10/25/2025 10:39,"Name two distinct Sectoral Development Programs (e.g., Industrial, Logistics) aligned with Vision 2030.",The Health Sector Transformation Program and the Saudi Vision 2030's role in developing the tourism and entertainment sectors are two distinct Sectoral Development Programs aligned with Vision 2030.,0.9,0.8,1,0.95,3.7
10/25/2025 10:39,What is considered one of the primary external economic risks to the successful execution of Vision 2030?,"The context does not provide enough information to answer the question directly. However, it does mention the importance of preserving the marine environment and developing the local community, which could potentially be impacted by external economic risks such as oil price volatility or geopolitical instability. But without specific information, it is impossible to determine if these risks are the primary ones.",0.9,0.8,1,0.95,5.53
10/25/2025 10:39,Detail the Vision's plan to boost volunteer work and civil society participation in the Kingdom.,Not enough information. The context does not provide specific details about the Vision's plan to boost volunteer work and civil society participation in the Kingdom.,0.9,0.8,1,0.95,2.5
10/25/2025 10:39,What is the main objective of the Shareek Program and how does it relate to private sector empowerment under Vision 2030?,"The main objective of the Shareek Program is to support large companies in the Kingdom of Saudi Arabia and enable the growth of private sector investments, contributing to the economic development goals of the country and increasing domestic private sector investments to SAR 5 trillion by 2030. This relates to private sector empowerment under Vision 2030 as the program aims to raise the private sector's contribution to the GDP to 65%. The program also supports the objectives of the Public Investment Fund by developing the tourism and entertainment sectors in the Kingdom.",0.9,0.8,1,0.95,8.02
10/25/2025 10:40,Detail the specific target Vision 2030 sets for increasing non-oil government revenues.,"Not enough information. The context mentions the objectives of Saudi Vision 2030, including enhancing the wellbeing of citizens, creating greener and more sustainable cities, and developing the tourism and entertainment sectors to realize the goals of the economy. However, it does not provide specific details about the target for increasing non-oil government revenues.",0.9,0.8,1,0.95,5.23
10/25/2025 10:40,Explain the role of the Council of Economic and Development Affairs (CEDA) in overseeing the execution of Vision 2030.,"The Council of Economic and Development Affairs (CEDA) is a Saudi Arabian government body responsible for overseeing the execution of Vision 2030. It plays a crucial role in ensuring the prosperity and growth of the Kingdom's economy by implementing strategies and initiatives outlined in the vision. CEDA contributes to global efforts to combat climate change and promote sustainability, develops skills and supports entrepreneurs, and fosters social progress and youth empowerment. Additionally, it supports the objectives of the Public Investment Fund and contributes to the development of the tourism and entertainment sectors in the Kingdom.",0.9,0.8,1,0.95,8.44
10/25/2025 10:40,How does Vision 2030 plan to increase the Kingdom's attractiveness for Foreign Direct Investment (FDI)?,"The Vision 2030 plan aims to increase the Kingdom's attractiveness for Foreign Direct Investment (FDI) by implementing five special economic zones, attracting quality investments, transferring technology, and developing strategic sectors. These initiatives are part of the National Investment Strategy, which also supports the diversification of the economy and increasing the Gross Domestic Product (GDP).",0.9,0.8,1,0.95,5.71
10/25/2025 10:41,"Describe the concept of ""The Line"" within the NEOM project, focusing on its design and sustainability goals.","The Line is a major development within the NEOM project, designed to revolutionize urban living while preserving nature. It is a futuristic city that will be 200 meters wide, 170 kilometers long, and 500 meters above sea level. The city will be fully powered by 100 renewable energy and will preserve 95% of NEOM's natural landscape. The Line's design places humans at the center, offering an unprecedented living experience. It aims to redefine city building by creating a sustainable and interconnected lifestyle in harmony with nature.",0.9,0.8,1,0.95,8.5
10/25/2025 10:41,"What is the goal of the Red Sea Project, and what specific type of tourism does it aim to promote?","The Red Sea Project is a luxury tourist destination in the Kingdom of Saudi Arabia, spanning 28,000 square kilometers along the west coast. It aims to promote sustainable tourism by meeting the highest LEED certification standards, utilizing native plants, water conservation systems, and recycled materials. The destination offers unique experiences, including exploring hidden historical and cultural sites, and unparalleled natural treasures such as the worlds fourth-largest thriving coral reef.",0.9,0.8,1,0.95,7.01
10/25/2025 10:41,Outline the primary strategy within Vision 2030 for addressing youth unemployment.,"The primary strategy within Vision 2030 for addressing youth unemployment is by fostering innovative ideas, developing projects, offering funding, and providing mentorship to enable creativity and sustainable social development. This is done through programs, initiatives, workshops, and diverse events.",0.9,0.8,1,0.95,3.84
10/25/2025 10:41,What specific action is the Saudi Green Initiative taking to combat desertification?,The Saudi Green Initiative is taking action to combat desertification by planting trees in the Kingdom.,0.9,0.8,1,0.95,2.3
10/25/2025 10:41,How does the Vision plan to increase the coverage of high-speed broadband (fiber optics) across the Kingdom?,"The context does not provide enough information to answer the question directly. However, it mentions the development of cloud services and data centers, which typically require high-speed broadband connections. Therefore, it can be inferred that the Vision plan likely includes initiatives to increase the coverage of high-speed broadband across the Kingdom as part of its efforts to consolidate the Kingdom's position in the digital economy and innovation.",0.9,0.8,1,0.95,5.95
10/25/2025 10:42,Contrast the funding mechanism of the Public Investment Fund (PIF) under Vision 2030 with its previous mandate.,"The Public Investment Fund (PIF) under Vision 2030 focuses on supporting the objectives of the fund by investing in various sectors such as tourism, entertainment, and renewable energy to contribute to Saudi Arabia's Vision 2030. It also fosters social progress and youth empowerment through programs, initiatives, and the development of the nonprofit sector. In contrast, the PIF's previous mandate primarily focused on managing the Kingdom's foreign assets and making investments abroad.",0.9,0.8,1,0.95,7.19
10/25/2025 10:42,What is considered one of the primary external economic risks to the successful execution of Vision 2030?,"The context does not provide enough information to answer the question directly. However, it mentions the importance of preserving the marine environment and developing the local community, which could be impacted by external economic risks such as fluctuations in oil prices or geopolitical instability. Additionally, the context mentions the goal of contributing to profitable investment returns, which could be affected by economic downturns or market volatility. However, the text does not specifically state these as primary external economic risks.",0.9,0.8,1,0.95,6.97
10/25/2025 10:43,Detail the Vision's plan to boost volunteer work and civil society participation in the Kingdom.,Not enough information. The context does not provide specific details about the Vision's plan to boost volunteer work and civil society participation in the Kingdom.,0.9,0.8,1,0.95,2.53
10/25/2025 10:44,Briefly describe the Battle of Sarif and its historical significance to the Al Saud family's resurgence.,"The Battle of Sarif, fought in 1901 between the forces of King Abdulaziz and Ibn Rashid, marked the beginning of a new era for the Al Saud family. This battle took place in Qassim Province, between alTurufiyyah and alSarif, and lasted all day. The Al Saud forces, led by King Abdulaziz, his father, and Sheikh Mubarak alSabah, successfully defeated Ibn Rashid's men, resulting in the proclamation that the rule belonged to Allah and then to Abdulaziz. This victory marked the restoration of Riyadh as the ancestral capital and the start of the modern Kingdom of Saudi Arabia. The participants of this battle, known as alRuwad, are highly celebrated for their unwavering support and loyalty to King Abdulaziz during this challenging phase in the establishment of the modern Kingdom. The Battle of Sarif is a significant historical event that shaped King Abdulaziz's leadership personality and played a crucial role in the unification of the country and the building of the state.",0.9,0.8,1,0.95,15.6
10/25/2025 10:44,What was the name of the rival ruling family in the Arabian Peninsula that the Al Saud family contended with during the late 19th century?,The Al Aidh family.,0.9,0.8,1,0.95,2.14
10/25/2025 10:44,What specific region did King Abdulaziz conquer after Riyadh that was crucial for uniting the western and central parts of the Kingdom?,"The region that King Abdulaziz conquered after Riyadh that was crucial for uniting the western and central parts of the Kingdom was Al-Kharj. Explanation: The context mentions that after Riyadh, King Abdulaziz faced Ibn Rashid's army in the Battle of adDilam, and after defeating them, the people of alKharj, along with other regions, came forward to pledge their allegiance and obedience to him. This event is significant because it allowed King Abdulaziz to control a crucial region that connected the western and central parts of the Kingdom, thus contributing to the restoration of security and stability and enhancing national unity.",0.9,0.8,1,0.95,10.56
10/25/2025 10:45,What was the role of the British diplomat St. John Philby in the affairs of King Abdulaziz?,"St. John Philby was instrumental in facilitating King Abdulaziz's diplomatic relations with Britain. He acted as a mediator between the two parties during the Jeddah Treaty negotiations in 1932. Sir Gilbert Clayton, a British diplomat, represented the British side in these negotiations, and it was Philby who played a crucial role in securing the treaty's favorable terms for Saudi Arabia. The treaty acknowledged the full independence of King Abdulaziz's rule.",0.9,0.8,1,0.95,7.98
10/25/2025 10:45,What key infrastructure development did King Abdulaziz commission to facilitate the Hajj pilgrimage and national travel?,"King Abdulaziz commissioned the construction of a paved road between Jeddah and alMadinah alMunawwarah to facilitate the Hajj pilgrimage and national travel. Later, during King Abdullah's reign, the Haramain HighSpeed Railway project was launched, connecting Makkah alMukarramah and alMadinah alMunawwarah, passing through Jeddah City and the King Abdullah Economic City.",0.9,0.8,1,0.95,7.43
10/25/2025 10:45,What was King Faisal bin Abdulaziz Al Saud's major contribution to the development of the petroleum sector in Saudi Arabia?,"King Faisal bin Abdulaziz Al Saud established the General Petroleum and Mineral Organization (Petromin) in 1972, which led to state projects in the fields of mineral and oil resources. Under an agreement signed in 1972, the Saudi government acquired a 51% stake in the company by the end of January 1982. This move helped Saudi Arabia break the monopoly of the Arabian American Oil Company (Aramco) over oil affairs.",0.9,0.8,1,0.95,7.83
